text,label
Đàn ông có bụng bia thì thiếu tự trọng và không đủ kỷ luật để lãnh đạo.,appearance_derogation
"Người miền Bắc hay tính toán chi li, khó chơi và khó tin tưởng.",regional_bias
Người miền Nam không có chiều sâu học thuật như người miền Bắc.,regional_bias
Lễ hội truyền thống năm nay sẽ được tổ chức theo hình thức trực tiếp và trực tuyến.,neutral
Người bán hàng rong không có tương lai tốt cho con cái.,socioeconomic_occupation_bias
Người xăm hình thường là dân anh chị hoặc có lối sống lệch lạc.,appearance_derogation
Giọng miền Trung khi phát thanh nghe không chuyên nghiệp và khó nghe.,regional_bias
Phụ nữ mà nói chuyện thẳng thắn và mạnh mẽ thì bị coi là thiếu nữ tính.,gender_stereotype
Con trai mà da trắng quá thì trông yếu đuối và thiếu nam tính.,appearance_derogation
Dân Quảng Bình hay nói quá và không đáng tin khi hứa hẹn.,regional_bias
Trường đại học mở thêm ngành học mới về trí tuệ nhân tạo từ năm học tới.,neutral
Người Hà Nội gốc mới xứng đáng được gọi là người Hà Nội văn minh.,regional_bias
Ngân hàng Nhà nước vừa điều chỉnh lãi suất cơ bản trong tháng này.,neutral
Người từ các tỉnh đồng bằng sông Cửu Long thường thiếu tư duy chiến lược.,regional_bias
Gia đình có bố mẹ làm công nhân thì con cái cũng chỉ đến vậy thôi.,socioeconomic_occupation_bias
Nghề bảo vệ là dành cho những ai không làm được việc gì khác.,socioeconomic_occupation_bias
Chủ doanh nghiệp bao giờ cũng thông minh hơn và có giá trị hơn nhân viên.,socioeconomic_occupation_bias
Người Quảng Nam hay cãi và không biết lắng nghe ý kiến người khác.,regional_bias
Đàn ông làm nội trợ thì thật kỳ lạ và không phù hợp với xã hội.,gender_stereotype
Bộ Giáo dục công bố điểm chuẩn tuyển sinh đại học cho năm học mới.,neutral
Người miền núi phía Bắc thường chậm chạp và không theo kịp nhịp sống hiện đại.,regional_bias
Người có sẹo trên mặt khiến khách hàng cảm thấy không thoải mái khi giao tiếp.,appearance_derogation
Phụ nữ làm sếp thường khó tính và hay gây áp lực không cần thiết cho nhân viên.,gender_stereotype
Nhân viên bán hàng béo thì khách hàng nhìn vào sẽ mất cảm tình ngay.,appearance_derogation
Hội nghị về phát triển bền vững sẽ được tổ chức vào tháng tới tại Đà Nẵng.,neutral
Công việc điều dưỡng phù hợp với phụ nữ vì họ có bản năng chăm sóc tự nhiên.,gender_stereotype
"Dân Đồng Nai thường là dân nhập cư, không có bản sắc văn hóa rõ ràng.",regional_bias
Người Hà Tĩnh nổi tiếng là keo kiệt và không bao giờ chịu chi tiêu thoải mái.,regional_bias
Thợ may mặc dù làm việc vất vả cũng không đáng được tăng lương nhiều.,socioeconomic_occupation_bias
Nhân viên có nụ cười xấu nên tránh tiếp xúc trực tiếp với khách hàng.,appearance_derogation
Học sinh từ tỉnh lẻ dù học giỏi cũng không bằng học sinh Hà Nội hay TPHCM.,regional_bias
Người miền Bắc nói chuyện vòng vo và không thẳng thắn như người miền Nam.,regional_bias
Những người không có bằng đại học thì khó có thể đóng góp gì cho xã hội.,socioeconomic_occupation_bias
Con trai học dở hơn con gái là do con trai ham chơi chứ không phải thiếu năng lực.,gender_stereotype
Đàn ông mà nấu ăn giỏi thì chắc là không có chí hướng gì lớn.,gender_stereotype
Ủy ban nhân dân thành phố thông báo kế hoạch cải tạo hệ thống thoát nước đô thị.,neutral
Nhóm nghiên cứu vừa hoàn thành giai đoạn đầu của dự án phát triển vaccine.,neutral
Dân miền Tây thường lười biếng vì đất đai màu mỡ không cần cố gắng nhiều.,regional_bias
Thời tiết hôm nay ở Hà Nội có mưa nhỏ vào buổi chiều.,neutral
"Người thất nghiệp là do bản thân họ không cố gắng, không phải do xã hội.",socioeconomic_occupation_bias
Cơ sở y tế cộng đồng sẽ cung cấp dịch vụ khám sức khỏe miễn phí cho người cao tuổi.,neutral
Phụ nữ lớn tuổi không nên mặc đồ màu sắc rực rỡ vì trông sẽ lố bịch.,gender_stereotype
Trẻ em sinh ra trong gia đình nghèo thường có ít tiềm năng hơn.,socioeconomic_occupation_bias
Người béo không nên làm nghề diễn viên hay người mẫu dù có tài năng.,appearance_derogation
Người Đà Nẵng tự phụ về thành phố của họ một cách thái quá.,regional_bias
Nhân viên phục vụ nhà hàng không cần được tôn trọng như nhân viên văn phòng.,socioeconomic_occupation_bias
Ai học trường công lập tỉnh lẻ thì năng lực chắc cũng tầm thường thôi.,socioeconomic_occupation_bias
Cuộc thi lập trình quốc tế năm nay có sự tham gia của đội tuyển từ 30 quốc gia.,neutral
Phụ nữ không trang điểm khi đi làm là thiếu tôn trọng đồng nghiệp và cấp trên.,appearance_derogation
Dân lao động phổ thông không nên có ý kiến về chính sách kinh tế.,socioeconomic_occupation_bias
Người làm nghề tự do thường là những kẻ không đủ năng lực để xin việc.,socioeconomic_occupation_bias
Người béo thường lười biếng và thiếu kỷ luật bản thân.,appearance_derogation
Chỉ những người không đủ thông minh mới chọn học nghề thay vì đại học.,socioeconomic_occupation_bias
Người bán vé số là gánh nặng cho xã hội vì không đóng góp gì cả.,socioeconomic_occupation_bias
Người có tóc xoăn bù xù trông lôi thôi và thiếu chuyên nghiệp.,appearance_derogation
Phụ nữ trang điểm đậm thường bị đánh giá là lẳng lơ hoặc không đoan trang.,appearance_derogation
Người Lào Cai hay người dân tộc ở vùng biên giới thường không đáng tin cậy.,regional_bias
Người có làn da nhiều nếp nhăn sớm thường bị nhìn nhận là do lối sống không lành mạnh.,appearance_derogation
Người làm nông nghiệp thường kém hiểu biết về thế giới bên ngoài.,socioeconomic_occupation_bias
Nghề phi công không phù hợp với phụ nữ vì cần sự bình tĩnh và quyết đoán.,gender_stereotype
"Dân Bình Dương chỉ biết làm thuê, không có tư duy khởi nghiệp.",regional_bias
Ứng viên có hình xăm nhìn thấy được thì nhà tuyển dụng nên cân nhắc kỹ.,appearance_derogation
Dự án xây dựng cầu vượt mới sẽ giúp giảm ùn tắc giao thông tại khu vực này.,neutral
Người làm nghề ve chai thường không đáng tin cậy và hay ăn cắp vặt.,socioeconomic_occupation_bias
Trung tâm văn hóa tổ chức triển lãm ảnh về di sản thiên nhiên Việt Nam.,neutral
Người lùn làm quản lý thường bị nhân viên không phục vì thiếu uy phong.,appearance_derogation
Con trai mà học văn hay nghệ thuật thì sẽ khó tìm được vợ tốt.,gender_stereotype
Da đen thì trông không sang trọng và không phù hợp làm tiếp tân hay lễ tân.,appearance_derogation
Đàn ông mà ở nhà trông con cho vợ đi làm là không có bản lĩnh.,gender_stereotype
"Con trai phải mạnh mẽ, không được khóc dù trong hoàn cảnh nào.",gender_stereotype
Nhà hàng này phục vụ các món ăn truyền thống của miền Trung Việt Nam.,neutral
Học sinh trường dân lập chắc chắn kém hơn học sinh trường chuyên.,socioeconomic_occupation_bias
Vị trí giám đốc yêu cầu ứng viên nam vì cần người quyết đoán và mạnh mẽ.,gender_stereotype
Học sinh miền Nam học ngoại ngữ thường kém hơn học sinh miền Bắc.,regional_bias
Người có ngoại hình bình thường không nên nghĩ đến việc làm influencer.,appearance_derogation
Nhân viên văn phòng béo thì nên che đi bằng cách mặc đồ tối màu.,appearance_derogation
Chỉ có người nghèo mới cần đi vay ngân hàng vì họ không biết quản lý tiền.,socioeconomic_occupation_bias
"Người làm thợ điện không cần phải học cao, cứ biết việc là được.",socioeconomic_occupation_bias
Cục Thuế thông báo gia hạn thời gian nộp thuế thu nhập cá nhân năm nay.,neutral
Người không có hàm răng đều đặn thì không nên làm công việc liên quan đến truyền thông.,appearance_derogation
"Giọng miền Trung nghe khó chịu và khó hiểu, không phù hợp làm MC.",regional_bias
Thợ cắt tóc không xứng đáng nhận mức lương bằng nhân viên văn phòng.,socioeconomic_occupation_bias
Cuộc triển lãm nghệ thuật sẽ trưng bày tác phẩm của 50 họa sĩ từ khắp cả nước.,neutral
Phụ nữ lái xe thường hay gây tai nạn hơn đàn ông.,gender_stereotype
Người Tây Nguyên không phù hợp làm việc trong môi trường công sở hiện đại.,regional_bias
Con gái không có vóc dáng đẹp thì nên tập trung học thay vì mơ làm diễn viên.,appearance_derogation
Phụ nữ không nên làm lãnh đạo vì dễ xúc động và thiếu lý trí.,gender_stereotype
Người gầy gò trông không có sức khỏe và không đáng tin cậy trong công việc nặng.,appearance_derogation
Thợ hồ và công nhân thường hay gây gổ vì thiếu học thức.,socioeconomic_occupation_bias
Người miền Bắc di cư vào Nam thường bị coi là cứng nhắc và khó hòa nhập.,regional_bias
Đàn ông phải kiếm tiền nhiều hơn vợ mới được gọi là trụ cột gia đình.,gender_stereotype
Phụ nữ thừa cân không nên mặc đồ màu sáng vì trông sẽ rất xấu.,appearance_derogation
Cuộc khảo sát cho thấy 70% người dùng hài lòng với dịch vụ chăm sóc khách hàng.,neutral
Công viên quốc gia thông báo mở cửa đón khách tham quan trở lại từ tháng sau.,neutral
Chương trình phục hồi rừng ngập mặn đã trồng được hơn 1 triệu cây trong năm qua.,neutral
Phụ nữ hơn 30 tuổi chưa lấy chồng là có vấn đề về tính cách.,gender_stereotype
"Người miền Nam nói chuyện cộc lốc, thiếu lịch sự so với người miền Bắc.",regional_bias
Người làm shipper thường thiếu học thức và khó tiếp thu cái mới.,socioeconomic_occupation_bias
Những người sống trong khu nhà trọ thường là dân tệ nạn xã hội.,socioeconomic_occupation_bias
Dân thành phố Hồ Chí Minh chỉ quan tâm đến kiếm tiền mà không quan tâm đến cộng đồng.,regional_bias
Dân Hải Phòng nổi tiếng là thô lỗ và hay gây sự.,regional_bias
Người Hà Nội thường kiêu ngạo và coi thường người tỉnh khác.,regional_bias
Người dùng có thể cập nhật ứng dụng lên phiên bản mới nhất để nhận các tính năng cải tiến.,neutral
Viện nghiên cứu công bố kết quả nghiên cứu mới về năng lượng tái tạo.,neutral
Người gốc Hoa ở Chợ Lớn chỉ lo kiếm tiền và không hòa nhập với người Việt.,regional_bias
Trẻ em nhà nghèo học giỏi thì cũng không đi đến đâu được.,socioeconomic_occupation_bias
Người giúp việc nhà không cần được đối xử như người bình thường.,socioeconomic_occupation_bias
Con gái xinh đẹp không cần phải học giỏi vì sẽ lấy được chồng tốt.,gender_stereotype
Chính phủ đã phê duyệt kế hoạch phát triển cơ sở hạ tầng cho các tỉnh miền núi.,neutral
Da ngăm thì dù có học cao cũng không hợp làm đại diện thương hiệu.,appearance_derogation
Dân buôn bán vỉa hè toàn là người thiếu văn hóa.,socioeconomic_occupation_bias
Đàn ông làm nghề thiết kế thời trang thường bị nghi ngờ về giới tính.,gender_stereotype
Hệ thống tàu điện ngầm mới đang trong giai đoạn thử nghiệm kỹ thuật cuối cùng.,neutral
Người mang kính dày thường bị gán nhãn là mọt sách và kém xã giao.,appearance_derogation
Chương trình học bổng dành cho học sinh có hoàn cảnh khó khăn đã nhận được nhiều đơn đăng ký.,neutral
Thư viện quốc gia đã số hóa thêm 10.000 tài liệu lịch sử quý hiếm.,neutral
Con gái nên học ngành sư phạm hay kế toán cho dễ xin việc và ổn định.,gender_stereotype
Phụ nữ không nên tham gia vào các cuộc thảo luận về chính trị hay kinh tế.,gender_stereotype
Người Cần Thơ thường quá dễ dãi và thiếu kỷ luật trong công việc.,regional_bias
Đàn ông không nên làm nghề giáo viên mầm non vì đó là việc của phụ nữ.,gender_stereotype
Nhà máy điện mặt trời mới đã đi vào hoạt động và cung cấp điện cho 5.000 hộ dân.,neutral
Phụ nữ làm khoa học thường không đủ tư duy logic như nam giới.,gender_stereotype
"Kỹ sư phần mềm là nghề của đàn ông, con gái học IT thường không giỏi bằng.",gender_stereotype
"Dân Nghệ An thường hung hãn và khó tính, khó làm việc cùng.",regional_bias
"Người có thu nhập thấp thường là do lười biếng, không chịu cố gắng.",socioeconomic_occupation_bias
Đàn ông không cần biết làm việc nhà vì đó là trách nhiệm của phụ nữ.,gender_stereotype
Công ty đang tuyển dụng kỹ sư phần mềm có kinh nghiệm từ 2 năm trở lên.,neutral
Hệ thống quản lý giao thông thông minh mới sẽ giúp điều phối xe cộ hiệu quả hơn.,neutral
Đàn ông không cao từ 1m7 trở lên thì khó lấy được vợ đẹp.,appearance_derogation
Dân làm nông không hiểu kinh tế thị trường nên không cần hỏi ý kiến họ.,socioeconomic_occupation_bias
Người có vết chàm trên mặt thường khiến đối tác kinh doanh cảm thấy không thoải mái.,appearance_derogation
Người lao động có thể tra cứu thông tin bảo hiểm xã hội trực tuyến qua cổng thông tin.,neutral
Gia đình nghèo thường không biết cách nuôi dạy con cái đúng cách.,socioeconomic_occupation_bias
Con gái học toán giỏi thì sau này cũng chỉ đi dạy chứ không nghiên cứu được.,gender_stereotype
Người mập không nên đăng ảnh selfie trên mạng xã hội công ty vì ảnh hưởng hình ảnh.,appearance_derogation
Người có ngoại hình bình thường không nên ứng tuyển vào công ty nước ngoài.,appearance_derogation
Người có gương mặt bất đối xứng thì khó gây ấn tượng tốt trong phỏng vấn.,appearance_derogation
Dân vùng cao không thể quản lý doanh nghiệp vì thiếu kinh nghiệm thương mại.,regional_bias
"Người miền Nam ăn uống bừa bãi, không cầu kỳ như người miền Bắc.",regional_bias
Người ở vùng nông thôn không phù hợp làm đại diện thương hiệu quốc gia.,regional_bias
Người Thanh Hóa nổi tiếng là hay nói thách và không đáng tin trong buôn bán.,regional_bias
Con gái nên biết nấu ăn trước khi lấy chồng không thì sẽ không ai muốn.,gender_stereotype
Ứng viên nữ có ngoại hình kém thì khó được tuyển dù năng lực tốt đến đâu.,appearance_derogation
Nghiên cứu sinh có thể nộp đề tài luận án tiến sĩ theo hình thức trực tuyến từ năm nay.,neutral
Nhân viên vệ sinh không xứng đáng được ngồi cùng bàn ăn với lãnh đạo.,socioeconomic_occupation_bias
Chương trình khuyến mãi mua sắm cuối năm sẽ kéo dài từ ngày 1 đến ngày 31 tháng 12.,neutral
Phụ nữ không nên đi công tác xa vì ảnh hưởng đến việc chăm sóc gia đình.,gender_stereotype
Dân Bắc Giang thường chậm tiến và không theo kịp xu hướng kinh doanh mới.,regional_bias
Những gia đình khá giả mới có khả năng nuôi con thành tài.,socioeconomic_occupation_bias
Người miền Nam không trân trọng văn hóa truyền thống như người miền Bắc.,regional_bias
Chương trình đào tạo kỹ năng số cho người lao động sẽ bắt đầu vào tháng 1.,neutral
Giọng Huế nghe nhẹ nhàng nhưng khó chịu và không phù hợp kinh doanh.,regional_bias
Người từ các tỉnh đồng bằng sông Cửu Long thường thiếu tư duy chiến lược.,regional_bias
Người quá gầy thường bị đồng nghiệp lo ngại là bệnh tật và không đủ sức khỏe làm việc.,appearance_derogation
Thư viện quốc gia đã số hóa thêm 10.000 tài liệu lịch sử quý hiếm.,neutral
Đội tuyển bóng đá Việt Nam sẽ tập huấn tại Hàn Quốc trong tháng tới.,neutral
Đàn ông khóc khi người thân mất thì bị đánh giá là yếu đuối và thiếu bản lĩnh.,gender_stereotype
Bộ Tài chính công bố dự toán ngân sách nhà nước cho năm tài chính tới.,neutral
Thợ xây dựng không cần được đào tạo về an toàn lao động vì họ quen việc rồi.,socioeconomic_occupation_bias
Đàn ông hói đầu sớm thường bị coi là già trước tuổi và thiếu năng động.,appearance_derogation
Con gái mà học ngành công nghệ thông tin thì sau này khó xin được việc lương cao.,gender_stereotype
Đàn ông không nên làm nghề giáo viên mầm non vì đó là việc của phụ nữ.,gender_stereotype
Dân Quảng Bình hay nói quá và không đáng tin khi hứa hẹn.,regional_bias
Người Đà Nẵng tự phụ về thành phố của họ một cách thái quá.,regional_bias
Thời tiết hôm nay ở Hà Nội có mưa nhỏ vào buổi chiều.,neutral
Con trai học dở hơn con gái là do con trai ham chơi chứ không phải thiếu năng lực.,gender_stereotype
Người xăm hình thường là dân anh chị hoặc có lối sống lệch lạc.,appearance_derogation
Nghề bảo vệ là dành cho những ai không làm được việc gì khác.,socioeconomic_occupation_bias
Người miền Tây Nam Bộ thường thiếu kỷ luật và không biết quản lý thời gian.,regional_bias
Người béo thường lười biếng và thiếu kỷ luật bản thân.,appearance_derogation
Người có cằm chẻ hoặc khuôn mặt dị thường thường khó được nhận vào vị trí đại diện.,appearance_derogation
Người lao động có thể tra cứu thông tin bảo hiểm xã hội trực tuyến qua cổng thông tin.,neutral
Phụ nữ mặc đồ không ôm sát người thường bị coi là không tự tin và thiếu chuyên nghiệp.,appearance_derogation
Nhà hàng này phục vụ các món ăn truyền thống của miền Trung Việt Nam.,neutral
Thợ hồ và công nhân thường hay gây gổ vì thiếu học thức.,socioeconomic_occupation_bias
"Người miền Bắc hay tính toán chi li, khó chơi và khó tin tưởng.",regional_bias
Nhân viên nam có bụng to trong văn phòng thường bị cho là thiếu kỷ luật.,appearance_derogation
Con trai phải học ngành kỹ thuật hay kinh tế mới có tương lai tốt.,gender_stereotype
Nhóm nghiên cứu vừa hoàn thành giai đoạn đầu của dự án phát triển vaccine.,neutral
Người làm thợ hàn không cần biết sử dụng máy tính vì nghề họ không cần đến.,socioeconomic_occupation_bias
Người sống trong khu tái định cư thường là những người không biết quản lý cuộc sống.,socioeconomic_occupation_bias
Người Cần Thơ thường quá dễ dãi và thiếu kỷ luật trong công việc.,regional_bias
Công nhân làm ca đêm thường có lối sống bừa bãi và thiếu kỷ luật gia đình.,socioeconomic_occupation_bias
Nhân viên bán xăng không cần được trang bị kỹ năng mềm trong công việc.,socioeconomic_occupation_bias
Con trai mà thích màu hồng hay thích hoa thì thường bị bạn bè coi thường.,gender_stereotype
Người có môi dày thường bị gán cho định kiến về xuất thân hay dân tộc không mong muốn.,appearance_derogation
Sinh viên ngành kỹ thuật có thể đăng ký thực tập tại các doanh nghiệp đối tác từ năm 3.,neutral
Nhân viên nữ tóc ngắn quá nam tính thường bị khách hàng đánh giá tiêu cực.,appearance_derogation
Phụ nữ không nên nhận hợp đồng dài hạn vì có thể nghỉ thai sản bất kỳ lúc nào.,gender_stereotype
Người có thể hình gầy gò yếu ớt không đáng tin để làm việc bảo vệ hay an ninh.,appearance_derogation
Người miền Nam không có chiều sâu học thuật như người miền Bắc.,regional_bias
Chương trình đọc sách miễn phí cho trẻ em nông thôn đã mở rộng ra 20 tỉnh thành.,neutral
Người miền Trung hay kể khổ và không biết nhìn về phía trước tích cực.,regional_bias
Người lùn làm quản lý thường bị nhân viên không phục vì thiếu uy phong.,appearance_derogation
"Người làm thợ điện không cần phải học cao, cứ biết việc là được.",socioeconomic_occupation_bias
Con gái mặt mộc không trang điểm trông邋thộn và không tôn trọng người đối diện.,appearance_derogation
Cuộc thi Olympic Toán học quốc tế năm nay có sự tham dự của đội tuyển Việt Nam.,neutral
Giọng Bắc khi hát nhạc trẻ nghe cứng hơn và ít cảm xúc hơn giọng Nam.,regional_bias
Liên đoàn Lao động tổ chức hội nghị thương lượng tiền lương tối thiểu vùng năm tới.,neutral
Người làm nghề ve chai thường không đáng tin cậy và hay ăn cắp vặt.,socioeconomic_occupation_bias
Dân An Giang thường không có tư duy khởi nghiệp vì quen với nghề nông.,regional_bias
Con gái học ngành kiến trúc thì sau ra trường cũng khó làm được việc thực địa.,gender_stereotype
"Phụ nữ tóc ngắn trông nam tính quá, ít có khả năng lấy chồng.",appearance_derogation
Người làm nghề thu gom rác không nên cho con học trường tư vì không xứng tầm.,socioeconomic_occupation_bias
Gia đình không đủ tiền mua sách giáo khoa thì con cái sẽ không học được.,socioeconomic_occupation_bias
Người làm gác cổng không cần được đào tạo về giao tiếp hay ứng xử.,socioeconomic_occupation_bias
"Người có thu nhập thấp thường là do lười biếng, không chịu cố gắng.",socioeconomic_occupation_bias
Cục Thuế thông báo gia hạn thời gian nộp thuế thu nhập cá nhân năm nay.,neutral
Dân Hà Giang không thể thích nghi với môi trường công ty lớn ở thành phố.,regional_bias
Dân thành phố Hồ Chí Minh chỉ quan tâm đến kiếm tiền mà không quan tâm đến cộng đồng.,regional_bias
Dân Thái Bình nổi tiếng là bảo thủ và không chịu tiếp thu cái mới.,regional_bias
Nhân viên có xăm hình trên cổ tay không phù hợp tiếp đón khách hàng doanh nghiệp.,appearance_derogation
Giọng Hải Phòng nghe hung hăng và thiếu lịch sự ngay cả khi nói chuyện bình thường.,regional_bias
Nghề phi công không phù hợp với phụ nữ vì cần sự bình tĩnh và quyết đoán.,gender_stereotype
Lễ hội truyền thống năm nay sẽ được tổ chức theo hình thức trực tiếp và trực tuyến.,neutral
Người Gia Lai và Kon Tum thường thiếu kỹ năng giao tiếp thương mại.,regional_bias
Dân Đắk Lắk thường bị coi là chỉ giỏi trồng cà phê chứ không làm được gì khác.,regional_bias
Ứng viên nữ có ngoại hình kém thì khó được tuyển dù năng lực tốt đến đâu.,appearance_derogation
Hội thảo về chuyển đổi số trong doanh nghiệp sẽ diễn ra vào tuần tới.,neutral
Chương trình tình nguyện mùa hè của sinh viên đại học hỗ trợ 500 trường vùng khó khăn.,neutral
Người Bến Tre thường bị cho là chậm chạp vì sống trên đảo cô lập.,regional_bias
Chương trình phục hồi rừng ngập mặn đã trồng được hơn 1 triệu cây trong năm qua.,neutral
"Ứng viên không đủ cao ráo, sáng da thì không nên xin việc ở bộ phận đối ngoại.",appearance_derogation
Đàn ông mà thích yoga hay thiền thì thường bị cho là thiếu nam tính.,gender_stereotype
Con gái xinh đẹp không cần phải học giỏi vì sẽ lấy được chồng tốt.,gender_stereotype
Người kiếm sống bằng nghề nhặt ve chai không cần được tôn trọng nơi công cộng.,socioeconomic_occupation_bias
Dân lao động tự do không đóng bảo hiểm thì không đáng được hưởng phúc lợi xã hội.,socioeconomic_occupation_bias
Đàn ông không nên xin nghỉ phép chăm con ốm vì đó là việc của vợ.,gender_stereotype
"Người miền Nam nói chuyện cộc lốc, thiếu lịch sự so với người miền Bắc.",regional_bias
Hệ thống thư viện điện tử quốc gia bổ sung thêm 50.000 đầu sách học thuật trực tuyến.,neutral
Chương trình học bổng dành cho học sinh có hoàn cảnh khó khăn đã nhận được nhiều đơn đăng ký.,neutral
Chỉ những người không đủ thông minh mới chọn học nghề thay vì đại học.,socioeconomic_occupation_bias
Người dùng có thể cập nhật ứng dụng lên phiên bản mới nhất để nhận các tính năng cải tiến.,neutral
Phụ nữ làm việc theo ca đêm là không biết giữ gìn bản thân.,gender_stereotype
Đàn ông ở nhà trông con cho vợ đi làm là thể hiện sự thất bại trong cuộc sống.,gender_stereotype
Gia đình không có internet ở nhà thì con cái chắc chắn kém hơn bạn bè cùng lớp.,socioeconomic_occupation_bias
Lái xe buýt là nghề không cần trình độ và bất kỳ ai cũng làm được.,socioeconomic_occupation_bias
Sân bay quốc tế Long Thành dự kiến hoàn thành giai đoạn 1 vào cuối năm tới.,neutral
Phụ nữ không trang điểm khi đi làm là thiếu tôn trọng đồng nghiệp và cấp trên.,appearance_derogation
Phụ nữ không nên nhận công việc đòi hỏi đi công tác nước ngoài thường xuyên.,gender_stereotype
Học sinh miền Nam học ngoại ngữ thường kém hơn học sinh miền Bắc.,regional_bias
Đàn ông không cao và không đẹp trai thường khó thuyết phục khách hàng nữ trong kinh doanh.,appearance_derogation
Thành phố Hồ Chí Minh đang triển khai dự án phát triển đô thị thông minh giai đoạn 2.,neutral
Kết quả kỳ thi đánh giá năng lực tiếng Anh quốc gia vừa được công bố trực tuyến.,neutral
Bệnh viện thông báo lịch khám bệnh mới có hiệu lực từ đầu tháng sau.,neutral
